park_code,name,designation,unit_type,states,visitors_2025,dark_sky_certified,timed_entry_required,has_entrance_fees,bird_species,alerts_active,latitude,longitude
isro,Isle Royale National Park,National Park,National Parks,MI,29091,False,False,True,247,5,48.01145819,-88.82780657
jaga,James A Garfield National Historic Site,National Historic Site,Historic Sites,OH,34298,False,False,False,,1,41.66486549,-81.35086557
jame,Historic Jamestowne Part of Colonial National Historical Park,Part of Colonial National Historical Park,Historical Parks,VA,,False,False,True,,1,37.2065,-76.7538
jazz,New Orleans Jazz National Historical Park,National Historical Park,Historical Parks,LA,51065,False,False,False,,1,29.96303129,-90.06749669
jeca,Jewel Cave National Monument,National Monument,Monuments,SD,110553,False,False,False,85,2,43.73102945,-103.829994
jeff,Gateway Arch National Park,National Park,National Parks,MO,2209028,False,False,False,,0,38.6258069,-90.1892508
jela,Jean Lafitte National Historical Park and Preserve,National Historical Park and Preserve,Preserves & Reserves,LA,226543,False,False,False,263,2,29.81739855,-90.1402241
jica,Jimmy Carter National Historical Park,National Historical Park,Historical Parks,GA,39101,False,False,False,,1,32.03611,-84.3924
joda,John Day Fossil Beds National Monument,National Monument,Monuments,OR,131119,False,False,False,175,1,44.62566508,-119.8811491
jofi,John Fitzgerald Kennedy National Historic Site,National Historic Site,Historic Sites,MA,9664,False,False,False,,2,42.34693694,-71.12323846
jofl,Johnstown Flood National Memorial,National Memorial,Memorials,PA,74977,False,False,False,112,0,40.34584534,-78.77448601
jomu,John Muir National Historic Site,National Historic Site,Historic Sites,CA,38384,False,False,False,91,1,37.9828422,-122.1326097
jotr,Joshua Tree National Park,National Park,National Parks,CA,2932644,True,False,True,251,3,33.91418525,-115.8398125
juba,Juan Bautista de Anza National Historic Trail,National Historic Trail,Trails,AZ|CA,,False,False,False,,0,33.8743390994,-117.224179857
kaho,Kaloko-Honokōhau National Historical Park,National Historical Park,Historical Parks,HI,360084,False,False,False,92,2,19.68083237,-156.0306932
kala,Kalaupapa National Historical Park,National Historical Park,Historical Parks,HI,15335,False,False,False,33,4,21.1731108,-156.9511609
katm,Katmai National Park & Preserve,National Park & Preserve,Preserves & Reserves,AK,34479,False,False,False,175,0,58.62235668,-155.0126574
kaww,Katahdin Woods and Waters National Monument,National Monument,Monuments,ME,33835,False,False,False,171,1,45.9567565918,-68.7122879028
keaq,Kenilworth Park & Aquatic Gardens,Park Unit,Other,DC,,False,False,False,228,1,38.9128,-76.9434
kefj,Kenai Fjords National Park,National Park,National Parks,AK,425369,False,False,False,161,2,59.81804414,-150.106502
kemo,Kennesaw Mountain National Battlefield Park,National Battlefield Park,Battlefields & Military Parks,GA,1179671,False,False,True,207,1,33.95370717,-84.59214186
kewe,Keweenaw National Historical Park,National Historical Park,Historical Parks,MI,35489,False,False,False,,0,47.1792308,-88.52275344
kimo,Kings Mountain National Military Park,National Military Park,Battlefields & Military Parks,SC,175511,False,False,False,122,2,35.13900723,-81.38978712
klgo,Klondike Gold Rush National Historical Park,National Historical Park,Historical Parks,AK,1489935,False,False,False,177,0,59.61042373,-135.2618535
klse,Klondike Gold Rush - Seattle Unit National Historical Park,National Historical Park,Historical Parks,WA,79564,False,False,False,,0,47.5993663,-122.3319664
knri,Knife River Indian Villages National Historic Site,National Historic Site,Historic Sites,ND,9048,False,False,False,144,0,47.3540219,-101.3860533
kova,Kobuk Valley National Park,National Park,National Parks,AK,7786,False,False,False,124,0,67.35631336,-159.2002293
kowa,Korean War Veterans Memorial,Park Unit,Other,DC,3975010,False,False,False,,0,38.88784226,-77.04773857
labe,Lava Beds National Monument,National Monument,Monuments,CA,143659,False,False,True,233,1,41.75915823,-121.5172189
lacl,Lake Clark National Park & Preserve,National Park & Preserve,Preserves & Reserves,AK,19778,False,False,False,168,0,60.57405857,-153.55535
lake,Lake Mead National Recreation Area,National Recreation Area,Recreation Areas,AZ|NV,6135586,False,False,True,291,4,35.96622528,-114.3469067
lamr,Lake Meredith National Recreation Area,National Recreation Area,Recreation Areas,TX,1017135,False,False,False,81,4,35.61926203,-101.6820066
laro,Lake Roosevelt National Recreation Area,National Recreation Area,Recreation Areas,WA,1183757,False,False,False,238,5,48.17148735,-118.3513713
lavo,Lassen Volcanic National Park,National Park,National Parks,CA,504777,False,False,True,210,3,40.49354575,-121.4075993
lecl,Lewis & Clark National Historic Trail,National Historic Trail,Trails,IA|ID|IL|IN|KS|KY|MO|MT|NE|ND|OH|OR|PA|SD|WA|WV,,False,False,False,,0,41.2646141052,-95.9245147705
lewi,Lewis and Clark National Historical Park,National Historical Park,Historical Parks,OR|WA,244195,False,False,True,102,0,46.21178735,-123.9638583
libi,Little Bighorn Battlefield National Monument,National Monument,Monuments,MT,42405,False,False,True,60,2,45.55633048,-107.4183614
libo,Lincoln Boyhood National Memorial,National Memorial,Memorials,IN,115517,False,False,False,224,0,38.11817004,-86.99656861
liho,Lincoln Home National Historic Site,National Historic Site,Historic Sites,IL,123544,False,False,False,,0,39.79715642,-89.64513397
linc,Lincoln Memorial,Park Unit,Other,DC,7743295,False,True,False,,0,38.88927229,-77.05017778
liri,Little River Canyon National Preserve,National Preserve,Preserves & Reserves,AL,781518,False,False,True,147,1,34.41461863,-85.61734327
lode,Lower Delaware National Wild and Scenic River,National Wild and Scenic River,Rivers & Riverways,PA|NJ,,False,False,False,,0,40.4000389,-74.983737
loea,Lower East Side Tenement Museum National Historic Site,National Historic Site,Historic Sites,NY,,False,True,False,,1,40.7187683,-73.99001245
long,Longfellow House Washington's Headquarters National Historic Site,National Historic Site,Historic Sites,MA,54912,False,False,False,,0,42.37698854,-71.12636956
lowe,Lowell National Historical Park,National Historical Park,Historical Parks,MA,102540,False,False,False,,1,42.6455371,-71.31588673
lyba,LBJ Memorial Grove on the Potomac,Park Unit,Other,DC,236042,False,False,False,4,0,38.87858036,-77.05145832
lyjo,Lyndon B Johnson National Historical Park,National Historical Park,Historical Parks,TX,38456,True,False,False,,1,30.2519655,-98.60692433
maac,Maine Acadian Culture,Park Unit,Other,ME,,False,False,False,,0,47.25102114,-68.59447532
mabi,Marsh - Billings - Rockefeller National Historical Park,National Historical Park,Historical Parks,VT,77524,False,False,False,74,1,43.63348732,-72.53424638
maca,Mammoth Cave National Park,National Park,National Parks,KY,660734,True,False,False,168,4,37.19760458,-86.13090198
malu,"Martin Luther King, Jr. National Historical Park",National Historical Park,Historical Parks,GA,647349,False,False,False,,1,33.75618241,-84.37256768
mamc,Mary McLeod Bethune Council House National Historic Site,National Historic Site,Historic Sites,DC,3123,False,False,False,,0,38.90819107,-77.03096742
mana,Manassas National Battlefield Park,National Battlefield Park,Battlefields & Military Parks,VA,473482,False,False,False,159,0,38.81710063,-77.5353468
manz,Manzanar National Historic Site,National Historic Site,Historic Sites,CA,95764,False,False,False,132,1,36.72559195,-118.1547177
mapr,Manhattan Project National Historical Park,National Historical Park,Historical Parks,NM|WA|TN,56390,False,False,False,,0,35.88096,-106.30214
mava,Martin Van Buren National Historic Site,National Historic Site,Historic Sites,NY,15807,False,False,False,84,1,42.36819596,-73.70834257
mawa,Maggie L Walker National Historic Site,National Historic Site,Historic Sites,VA,4657,False,False,False,,0,37.54781499,-77.43746979
memy,Medgar and Myrlie Evers Home National Monument,National Monument,Monuments,MS,61170,False,False,False,,0,32.34096274,-90.21264553
meve,Mesa Verde National Park,National Park,National Parks,CO,463130,True,False,True,207,1,37.23908345,-108.4624032
miin,Minidoka National Historic Site,National Historic Site,Historic Sites,ID|WA,43539,False,False,False,6,0,42.678,-114.2465
mima,Minute Man National Historical Park,National Historical Park,Historical Parks,MA,993124,False,False,False,113,0,42.4562778,-71.30738884
mimi,Minuteman Missile National Historic Site,National Historic Site,Historic Sites,SD,102146,False,False,False,,1,43.89558013,-102.0272131
misp,Mill Springs Battlefield National Monument,National Monument,Monuments,KY,10527,False,False,False,,0,37.0688158602,-84.7375361304
miss,Mississippi National River & Recreation Area,National River & Recreation Area,Rivers & Riverways,MN,224722,False,False,False,293,0,44.942487,-93.098712
mlkm,"Martin Luther King, Jr. Memorial",Park Unit,Other,DC,2843263,False,False,False,,0,38.8862276865,-77.0442195534
mnrr,Missouri National Recreational River,National Recreational River,Rivers & Riverways,SD|NE,166390,False,False,False,237,0,42.7882189,-97.59077822
moca,Montezuma Castle National Monument,National Monument,Monuments,AZ,320013,False,False,True,218,2,34.62237771,-111.8147857
mocr,Moores Creek National Battlefield,National Battlefield,Battlefields & Military Parks,NC,55708,False,False,False,105,3,34.45820776,-78.11031134
moja,Mojave National Preserve,National Preserve,Preserves & Reserves,CA,569844,False,False,False,151,7,35.12485941,-115.5168258
mono,Monocacy National Battlefield,National Battlefield,Battlefields & Military Parks,MD,116902,False,False,False,102,0,39.36084236,-77.39637677
mopi,Mormon Pioneer National Historic Trail,National Historic Trail,Trails,IL|IA|NE|UT|WY,,False,False,False,,0,41.2650321741,-101.84083756
mora,Mount Rainier National Park,National Park,National Parks,WA,1635342,False,False,True,157,8,46.86075416,-121.7043885
morr,Morristown National Historical Park,National Historical Park,Historical Parks,NJ,183001,False,False,False,130,3,40.7650755,-74.53455122
moru,Mount Rushmore National Memorial,National Memorial,Memorials,SD,1905649,False,False,False,58,1,43.88037021,-103.4525186
muwo,Muir Woods National Monument,National Monument,Monuments,CA,756573,False,False,True,72,4,37.89658027,-122.5808047
nabr,Natural Bridges National Monument,National Monument,Monuments,UT,70400,True,False,True,172,2,37.6045329,-110.0022436
nace,National Capital Parks-East,Park Unit,Other,DC,,False,False,False,253,0,38.8659,-76.994
nama,National Mall and Memorial Parks,Park Unit,Other,DC,,False,False,False,116,1,38.8899,-77.026
natc,Natchez National Historical Park,National Historical Park,Historical Parks,MS,41356,False,False,False,,4,31.54697621,-91.39040665
natr,Natchez Trace Parkway,Parkway,Parkways,AL|MS|TN,7994783,False,False,False,135,1,33.78002293,-89.03092439
natt,Natchez Trace National Scenic Trail,National Scenic Trail,Trails,AL|MS|TN,,False,False,False,,2,34.330290333,-88.7100104094
nava,Navajo National Monument,National Monument,Monuments,AZ,44099,False,False,False,141,1,36.71755643,-110.5504015
nebe,New Bedford Whaling National Historical Park,National Historical Park,Historical Parks,MA,16089,False,False,False,,0,41.63540552,-70.92322321
neen,New England National Scenic Trail,National Scenic Trail,Trails,MA|CT,,False,False,False,,0,42.2915819137,-72.5242767334
nepe,Nez Perce National Historical Park,National Historical Park,Historical Parks,ID|MT|OR|WA,343910,False,False,False,161,0,46.07019093,-115.8761258
neph,New Philadelphia National Historic Site,National Historic Site,Historic Sites,IL,,False,False,False,,0,39.69803,-90.96131
neri,New River Gorge National Park & Preserve,National Park & Preserve,Preserves & Reserves,WV,1958440,False,False,False,192,3,37.86878554,-80.99956002
nico,Nicodemus National Historic Site,National Historic Site,Historic Sites,KS,6644,False,False,False,,1,39.39167606,-99.61680329
niob,Niobrara National Scenic River,National Scenic River,Rivers & Riverways,NE,77476,False,False,False,224,1,42.79413083,-99.91870646
nisi,Ninety Six National Historic Site,National Historic Site,Historic Sites,SC,122732,False,False,False,150,3,34.14273587,-82.01636079
noat,Noatak National Preserve,National Preserve,Preserves & Reserves,AK,4621,False,False,False,135,0,68.01027053,-159.831694
noca,North Cascades National Park,National Park,National Parks,WA,46925,False,False,False,225,10,48.71171756,-121.2069423
noco,North Country National Scenic Trail,National Scenic Trail,Trails,MI|MN|ND|NY|OH|PA|VT|WI,,False,False,False,,1,46.334400743,-90.8165630499
npnh,National Parks of New York Harbor,Park Unit,Other,NY,,False,False,False,,0,40.6632,-74.0451
npsa,National Park of American Samoa,Park Unit,Other,AS,43258,False,False,False,45,1,-14.22865935,-169.8503777
obed,Obed Wild & Scenic River,Wild & Scenic River,Rivers & Riverways,TN,,True,False,False,,1,36.1056026037,-84.5979170501
ocmu,Ocmulgee Mounds National Historical Park,National Historical Park,Historical Parks,GA,112071,False,False,False,172,2,32.83816576,-83.60224853
okci,Oklahoma City National Memorial,National Memorial,Memorials,OK,,False,True,False,,1,35.473,-97.5171
olsp,Old Spanish National Historic Trail,National Historic Trail,Trails,AZ|CA|CO|NV|NM|UT,,False,False,False,,0,37.0791782514,-112.114693431
olym,Olympic National Park,National Park,National Parks,WA,3584187,False,False,True,263,7,47.80392754,-123.6663848
orca,Oregon Caves National Monument & Preserve,National Monument & Preserve,Preserves & Reserves,OR,64354,False,True,False,117,2,42.10319143,-123.4018586
oreg,Oregon National Historic Trail,National Historic Trail,Trails,ID|KS|MO|NE|OR|WA|WY,,False,False,False,,0,41.9876977831,-109.634200841
orpi,Organ Pipe Cactus National Monument,National Monument,Monuments,AZ,174623,False,False,True,275,3,32.03585543,-112.8573314
ovvi,Overmountain Victory National Historic Trail,National Historic Trail,Trails,NC|SC|TN|VA,,False,False,False,,0,35.14044,-81.377
oxhi,Oxon Cove Park & Oxon Hill Farm,Park Unit,Other,MD,,False,False,False,173,2,38.80578214,-77.01131457
ozar,Ozark National Scenic Riverways,National Scenic Riverways,Rivers & Riverways,MO,1116835,False,False,False,167,6,37.13968894,-91.25709817
paal,Palo Alto Battlefield National Historical Park,National Historical Park,Historical Parks,TX,168550,False,False,False,146,1,26.02387351,-97.46296072
paav,Pennsylvania Avenue,Park Unit,Other,DC,115618,False,False,False,,0,38.89426856,-77.02506554
pagr,Paterson Great Falls National Historical Park,National Historical Park,Historical Parks,NJ,189721,False,False,False,,6,40.91584645,-74.18021494
pais,Padre Island National Seashore,National Seashore,Seashores & Lakeshores,TX,573255,False,False,True,372,3,27.05381186,-97.35901135
para,Grand Canyon-Parashant National Monument,National Monument,Monuments,AZ,,False,False,False,178,3,36.41535465,-113.6682797
peco,Pecos National Historical Park,National Historical Park,Historical Parks,NM,37083,False,False,False,85,1,35.54192238,-105.6814684
pefo,Petrified Forest National Park,National Park,National Parks,AZ,315951,True,False,True,221,2,34.98387664,-109.7877678
peri,Pea Ridge National Military Park,National Military Park,Battlefields & Military Parks,AR,131726,False,False,False,74,0,36.45438033,-94.03468357
pete,Petersburg National Battlefield,National Battlefield,Battlefields & Military Parks,VA,494358,False,False,False,130,0,37.19109957,-77.47594865
petr,Petroglyph National Monument,National Monument,Monuments,NM,310672,False,False,False,125,3,35.13915998,-106.7491456
pevi,Perry's Victory & International Peace Memorial,Memorial,Memorials,OH,124327,False,False,False,,1,41.65449782,-82.8115794
pine,New Jersey Pinelands National Reserve,National Reserve,Preserves & Reserves,NJ,,False,False,False,,0,39.9384,-74.625
pinn,Pinnacles National Park,National Park,National Parks,CA,343208,False,False,True,159,4,36.49029208,-121.1813607
pipe,Pipestone National Monument,National Monument,Monuments,MN,77436,False,False,False,252,3,44.01351958,-96.32475523
piro,Pictured Rocks National Lakeshore,National Lakeshore,Seashores & Lakeshores,MI,933966,False,False,True,217,1,46.56435642,-86.31628733
pisc,Piscataway Park,Park,Other,MD,275070,False,False,False,221,2,38.6929,-77.067
pisp,Pipe Spring National Monument,National Monument,Monuments,AZ,18967,False,False,True,173,0,36.86282666,-112.7398567
poch,Port Chicago Naval Magazine National Memorial,National Memorial,Memorials,CA,782,False,False,False,,0,38.05685472,-122.0301603
poex,Pony Express National Historic Trail,National Historic Trail,Trails,CA|CO|KS|MO|NE|NV|UT|WY,,False,False,False,,0,42.2365761128,-109.266148417
pohe,Potomac Heritage National Scenic Trail,National Scenic Trail,Trails,DC|MD|PA|VA,,False,False,False,,0,39.15060133,-77.52301085
popo,Poverty Point National Monument,National Monument,Monuments,LA,,False,False,False,,1,32.6424361,-91.40829834
pore,Point Reyes National Seashore,National Seashore,Seashores & Lakeshores,CA,2429601,False,False,False,367,1,38.05511241,-122.8797804
prsf,Presidio of San Francisco,Park Unit,Other,CA,,False,False,False,238,1,37.797,-122.4671
prwi,Prince William Forest Park,Park,Other,VA,339015,False,False,True,129,1,38.58589108,-77.38910997
puhe,Puʻukoholā Heiau National Historic Site,National Historic Site,Historic Sites,HI,21978,False,False,False,40,2,20.02772186,-155.8211629
puho,Puʻuhonua o Hōnaunau National Historical Park,National Historical Park,Historical Parks,HI,371957,False,False,True,32,2,19.41268627,-155.9008789
pull,Pullman National Historical Park,National Historical Park,Historical Parks,IL,22367,False,False,False,,1,41.69429163,-87.60873824
rabr,Rainbow Bridge National Monument,National Monument,Monuments,UT,11404,True,False,False,41,1,37.0779,-110.9655
redw,Redwood National and State Parks,National and State Parks,Other,CA,1202480,False,False,False,309,3,41.37237268,-124.0318129
reer,Reconstruction Era National Historical Park,National Historical Park,Historical Parks,SC,23206,False,False,False,,0,32.3868598938,-80.6511077881
rich,Richmond National Battlefield Park,National Battlefield Park,Battlefields & Military Parks,VA,149545,False,False,False,155,0,37.48774472,-77.29107785
rigr,Rio Grande Wild & Scenic River,Wild & Scenic River,Rivers & Riverways,TX,120,False,False,True,,0,29.881,-102.3188
rira,River Raisin National Battlefield Park,National Battlefield Park,Battlefields & Military Parks,MI,133643,False,False,False,,1,41.91291085,-83.37620464
roca,Roosevelt Campobello International Park,International Park,International,ME,,False,False,False,,1,44.8736,-66.9621
rocr,Rock Creek Park,Park,Other,DC,1865048,False,False,False,182,7,38.95125063,-77.05002838
romo,Rocky Mountain National Park,National Park,National Parks,CO,4171431,False,True,True,257,1,40.3556924,-105.6972879
rori,Rosie the Riveter WWII Home Front National Historical Park,National Historical Park,Historical Parks,CA,33689,False,False,False,,0,37.90999027,-122.360156
rowi,Roger Williams National Memorial,National Memorial,Memorials,RI,38959,False,False,False,,0,41.8298955,-71.41056665
ruca,Russell Cave National Monument,National Monument,Monuments,AL,7821,False,False,False,130,1,34.97402063,-85.81560314
saan,San Antonio Missions National Historical Park,National Historical Park,Historical Parks,TX,1552510,False,False,False,233,0,29.31262089,-98.4289522
sacn,Saint Croix National Scenic Riverway,National Scenic Riverway,Rivers & Riverways,WI|MN,852296,False,False,False,269,0,45.70019235,-92.36126685
sacr,Saint Croix Island International Historic Site,International Historic Site,International,ME,15481,False,False,False,,1,45.12858838,-67.13363651
safe,Santa Fe National Historic Trail,National Historic Trail,Trails,CO|KS|MO|NM|OK,,False,False,False,,0,37.7276522226,-99.921969227
safr,San Francisco Maritime National Historical Park,National Historical Park,Historical Parks,CA,2944483,False,False,False,,4,37.81005871,-122.4244415
saga,Saint-Gaudens National Historical Park,National Historical Park,Historical Parks,NH,28451,False,False,True,52,2,43.4997238,-72.37333969
sagu,Saguaro National Park,National Park,National Parks,AZ,847749,True,False,True,210,4,32.20909636,-110.7574974
sahi,Sagamore Hill National Historic Site,National Historic Site,Historic Sites,NY,122124,False,False,False,152,1,40.88579128,-73.49686438
sair,Saugus Iron Works National Historic Site,National Historic Site,Historic Sites,MA,51495,False,False,False,32,0,42.46830664,-71.0076953
sajh,San Juan Island National Historical Park,National Historical Park,Historical Parks,WA,420922,False,False,False,175,2,48.51241933,-123.0610277
saju,San Juan National Historic Site,National Historic Site,Historic Sites,PR,1402132,False,False,True,,0,18.46873857,-66.11848623
sama,Salem Maritime National Historical Park,National Historical Park,Historical Parks,MA,569839,False,False,False,,2,42.52024529,-70.88640867
samo,Santa Monica Mountains National Recreation Area,National Recreation Area,Recreation Areas,CA,722626,False,False,False,400,0,34.09777606,-118.7708619
sand,Sand Creek Massacre National Historic Site,National Historic Site,Historic Sites,CO,4338,False,False,False,,2,38.56414189,-102.5169542
sapa,Saint Paul's Church National Historic Site,National Historic Site,Historic Sites,NY,8853,False,False,False,,1,40.89283511,-73.82577276
sapu,Salinas Pueblo Missions National Monument,National Monument,Monuments,NM,32144,True,False,False,162,1,34.35423203,-106.2050309
sara,Saratoga National Historical Park,National Historical Park,Historical Parks,NY,119249,False,False,False,,0,42.99522612,-73.63386108
sari,Salt River Bay National Historical Park and Ecological Preserve,National Historical Park and Ecological Preserve,Preserves & Reserves,VI,12126,False,False,False,14,1,17.77908602,-64.75519348
scbl,Scotts Bluff National Monument,National Monument,Monuments,NE,182392,False,False,False,126,1,41.83464193,-103.7071351
seki,Sequoia & Kings Canyon National Parks,National Parks,National Parks,CA,,False,False,True,212,1,36.71277299,-118.587429
semo,Selma To Montgomery National Historic Trail,National Historic Trail,Trails,AL,,False,False,False,,2,32.27082092,-86.72823702
shen,Shenandoah National Park,National Park,National Parks,VA,1682152,False,False,True,196,6,38.49236644,-78.46907715
shil,Shiloh National Military Park,National Military Park,Battlefields & Military Parks,TN|MS,346955,False,False,False,186,1,35.13850907,-88.3421072
sitk,Sitka National Historical Park,National Historical Park,Historical Parks,AK,332964,False,False,False,182,0,57.04718173,-135.3156876
slbe,Sleeping Bear Dunes National Lakeshore,National Lakeshore,Seashores & Lakeshores,MI,1601747,False,False,True,238,1,44.92844962,-86.02706591
spar,Springfield Armory National Historic Site,National Historic Site,Historic Sites,MA,13934,False,False,False,,0,42.1086368,-72.57967415
spra,Springfield 1908 Race Riot National Monument,National Monument,Monuments,IL,,False,False,False,,0,39.8027,-89.6422
stea,Steamtown National Historic Site,National Historic Site,Historic Sites,PA,60844,False,False,False,,0,41.40757521,-75.67037255
stge,Ste. Geneviève National Historical Park,National Historical Park,Historical Parks,MO,16525,False,False,False,,1,37.9792171421,-90.0432157516
stli,Statue Of Liberty National Monument,National Monument,Monuments,NY,3538231,False,False,False,,0,40.6898,-74.0451
ston,Stonewall National Monument,National Monument,Monuments,NY,298077,False,False,False,,0,40.7337799072,-74.0006866455
stri,Stones River National Battlefield,National Battlefield,Battlefields & Military Parks,TN,454614,False,False,False,152,1,35.87608652,-86.43078399
stsp,Star-Spangled Banner National Historic Trail,National Historic Trail,Trails,MD|VA|DC,,False,False,False,,1,39.2872505188,-76.6034317017
sucr,Sunset Crater Volcano National Monument,National Monument,Monuments,AZ,108348,True,False,True,113,2,35.37114323,-111.510376
tapr,Tallgrass Prairie National Preserve,National Preserve,Preserves & Reserves,KS,27531,False,False,False,136,3,38.44023613,-96.5670822
thco,Thomas Cole National Historic Site,National Historic Site,Historic Sites,NY,,False,False,False,,0,42.22570607,-73.86154864
this,Theodore Roosevelt Island,Park Unit,Other,DC,159828,False,False,False,169,0,38.89584162,-77.06241918
thje,Thomas Jefferson Memorial,Park Unit,Other,DC,,False,False,False,,1,38.88101431,-77.03632572
thko,Thaddeus Kosciuszko National Memorial,National Memorial,Memorials,PA,1664,False,False,False,,0,39.94345312,-75.14732045
thrb,Theodore Roosevelt Birthplace National Historic Site,National Historic Site,Historic Sites,NY,26864,False,False,False,,1,40.7386469,-73.98903703
thri,Theodore Roosevelt Inaugural National Historic Site,National Historic Site,Historic Sites,NY,26787,False,False,False,,1,42.90146781,-78.87248411
thro,Theodore Roosevelt National Park,National Park,National Parks,ND,729893,False,False,True,161,3,47.17777274,-103.4300083
thst,Thomas Stone National Historic Site,National Historic Site,Historic Sites,MD,4910,False,False,False,112,0,38.52934443,-77.037813
tica,Timpanogos Cave National Monument,National Monument,Monuments,UT,92031,True,True,False,128,3,40.44039719,-111.7093944
till,Emmett Till and Mamie Till-Mobley National Monument,National Monument,Monuments,IL|MS,3763,False,False,False,,0,33.9711,-90.3698
timu,Timucuan Ecological & Historic Preserve,Ecological & Historic Preserve,Preserves & Reserves,FL,1109821,False,False,False,311,0,30.47251894,-81.49950104
tont,Tonto National Monument,National Monument,Monuments,AZ,26160,True,False,True,150,2,33.64842945,-111.1135627
tosy,Touro Synagogue National Historic Site,National Historic Site,Historic Sites,RI,,False,False,False,,0,41.4893,-71.3121
trte,Trail Of Tears National Historic Trail,National Historic Trail,Trails,AL|AR|GA|IL|KY|MO|NC|OK|TN,,False,False,False,,0,36.0530021046,-89.6761041963
tuai,Tuskegee Airmen National Historic Site,National Historic Site,Historic Sites,AL,25041,False,False,False,,1,32.45538671,-85.67983321
tuin,Tuskegee Institute National Historic Site,National Historic Site,Historic Sites,AL,8659,False,False,False,,4,32.42962115,-85.70488498
tule,Tule Lake National Monument,National Monument,Monuments,CA,4868,False,False,False,,0,41.88727902,-121.3744818
tuma,Tumacácori National Historical Park,National Historical Park,Historical Parks,AZ,28449,True,False,True,182,0,31.567824,-111.051223
tupe,Tupelo National Battlefield,National Battlefield,Battlefields & Military Parks,MS,,False,False,False,,0,34.25557705,-88.73708623
tusk,Tule Springs Fossil Beds National Monument,National Monument,Monuments,NV,51964,False,False,False,235,1,36.3893217,-115.3202223
tuzi,Tuzigoot National Monument,National Monument,Monuments,AZ,86473,False,False,True,205,2,34.77296377,-112.0279069
ulsg,Ulysses S Grant National Historic Site,National Historic Site,Historic Sites,MO,37467,False,False,False,,1,38.55182374,-90.35169255
upde,Upper Delaware Scenic & Recreational River,Scenic & Recreational River,Rivers & Riverways,NY|PA,380245,False,False,False,95,0,41.66172578,-75.03861562
vafo,Valley Forge National Historical Park,National Historical Park,Historical Parks,PA,1819086,False,False,False,178,4,40.10054985,-75.44581889
vall,Valles Caldera National Preserve,National Preserve,Preserves & Reserves,NM,84952,False,False,True,103,2,35.91682872,-106.5195724
valr,Pearl Harbor National Memorial,National Memorial,Memorials,HI,,False,False,False,,0,21.3670699388,-157.938578898
vama,Vanderbilt Mansion National Historic Site,National Historic Site,Historic Sites,NY,295040,False,False,True,62,0,41.79697937,-73.94205557
vick,Vicksburg National Military Park,National Military Park,Battlefields & Military Parks,MS|LA,410300,False,False,True,190,3,32.3621286,-90.85030186
vicr,Virgin Islands Coral Reef National Monument,National Monument,Monuments,VI,,False,False,False,,0,18.28996918,-64.70683395
viis,Virgin Islands National Park,National Park,National Parks,VI,471074,False,False,False,174,1,18.34279656,-64.74194451
vive,Vietnam Veterans Memorial,Park Unit,Other,DC,4848112,False,False,False,,0,38.89096297,-77.04765735
voya,Voyageurs National Park,National Park,National Parks,MN,206326,True,False,False,235,1,48.48370609,-92.8382913
waba,Washita Battlefield National Historic Site,National Historic Site,Historic Sites,OK,11048,False,False,False,7,0,35.62083963,-99.70445143
waca,Walnut Canyon National Monument,National Monument,Monuments,AZ,153317,True,False,True,108,0,35.16822994,-111.5024239
waco,Waco Mammoth National Monument,National Monument,Monuments,TX,91678,False,False,False,,0,31.60465887,-97.17606143
wamo,Washington Monument,Park Unit,Other,DC,204489,False,True,False,,1,38.88948,-77.035207
wapa,War In The Pacific National Historical Park,National Historical Park,Historical Parks,GU,397733,False,False,False,29,1,13.43795691,144.6922461
waro,Washington-Rochambeau Revolutionary Route National Historic Trail,National Historic Trail,Trails,MA|RI|CT|NY|NJ|PA|DE|MD|VA|DC,,False,False,False,,0,40.0958204557,-74.8563515109
wefa,Weir Farm National Historical Park,National Historical Park,Historical Parks,CT,30339,False,False,False,51,1,41.25886268,-73.45452542
whho,The White House and President's Park,Park Unit,Other,DC,311213,False,False,False,54,1,38.89541886,-77.03654147
whis,Whiskeytown National Recreation Area,National Recreation Area,Recreation Areas,CA,763798,False,False,True,192,2,40.61359941,-122.6022657
whmi,Whitman Mission National Historic Site,National Historic Site,Historic Sites,WA,54089,False,False,False,221,1,46.04119286,-118.4629388
whsa,White Sands National Park,National Park,National Parks,NM,659742,False,False,True,151,5,32.77907858,-106.3333461
wica,Wind Cave National Park,National Park,National Parks,SD,606258,False,False,False,217,3,43.58012365,-103.4394709
wicl,President William Jefferson Clinton Birthplace Home National Historic Site,National Historic Site,Historic Sites,AR,6821,False,False,False,,0,33.66758356,-93.59641868
wicr,Wilson's Creek National Battlefield,National Battlefield,Battlefields & Military Parks,MO,370558,False,False,False,134,2,37.1000127,-93.40986704
wiho,William Howard Taft National Historic Site,National Historic Site,Historic Sites,OH,18121,False,False,False,,1,39.11970352,-84.50758951
wing,Wing Luke Museum Affiliated Area,Affiliated Area,Affiliated Areas,WA,,False,False,False,,0,47.59820859,-122.3228912
wori,Women's Rights National Historical Park,National Historical Park,Historical Parks,NY,27346,False,False,False,,0,42.90817073,-76.81655558
wotr,Wolf Trap National Park for the Performing Arts,Park Unit,Other,VA,437413,False,False,False,91,0,38.93854526,-77.265089
